,SERIAL_NUM,AUM_M13
18915,1659,104843
131271,1660,180865
18047,1661,310768
138538,1662,602670
121937,1663,702749
101241,1664,656
1862,1665,58419
119058,1666,3000290
141702,1667,100742
35487,1668,34622
145615,1669,11867
83378,1670,7253
60358,1671,158612
46862,1672,411320
111108,1673,74
4583,1674,694816
46314,1675,784586
8137,1676,239877
49161,1677,105916
135743,1678,25510
82559,1679,435176
32187,1680,60574
99804,1681,23719
115701,1682,4356
26431,1683,1570404
67922,1684,39282
27688,1685,86496
52522,1686,505020
139506,1687,40748
72607,1688,37858
88730,1689,5169722
12755,1690,355358
44937,1691,162195
107392,1692,94692
19775,1693,39883
47499,1694,347487
100766,1695,2819432
63396,1696,46006
38496,1697,190677
94636,1698,43953
92052,1699,1235070
140822,1700,45867
82153,1701,13924
35201,1702,1053
131073,1703,264090
22904,1704,34301
86099,1705,458646
73971,1706,1971766
52735,1707,509833
123328,1708,2185437
134543,1709,1034039
43275,1710,37830
112063,1711,66540
97927,1712,136757
62534,1713,1096
143468,1714,220
77057,1715,65876
4609,1716,484761
39219,1717,393548
78543,1718,611809
74486,1719,1475910
18798,1720,152075
121147,1721,35172
133369,1722,1278557
91499,1723,25543
89635,1724,62818
50975,1725,79569
70935,1726,176458
107026,1727,531692
87095,1728,0
84419,1729,251657
107807,1730,396296
103360,1731,96190
45856,1732,663366
52857,1733,15646
57510,1734,45863
73795,1735,1416872
3096,1736,19008
47612,1737,11566
5906,1738,355567
141762,1739,8509
9651,1740,19559
30078,1741,69280
131501,1742,161403
88038,1743,638958
117415,1744,404235
137152,1745,240141
79100,1746,6992
22997,1747,315132
101714,1748,239002
37653,1749,56849
133493,1750,143365
55731,1751,12516
124181,1752,148028
20971,1753,1613768
121040,1754,29231
13420,1755,2098880
42598,1756,11788
87673,1757,85153
39760,1758,5727
60161,1759,432
44225,1760,209871
59178,1761,1231219
79384,1762,373694
100042,1763,11241
28467,1764,46069
107765,1765,299457
23540,1766,447471
51917,1767,52368
77071,1768,1088006
11221,1769,328242
15126,1770,1006
7042,1771,300458
5251,1772,267782
118169,1773,114312
131884,1774,11412
14579,1775,15439
12308,1776,271046
48190,1777,1451824
55158,1778,1241
125034,1779,2336564
69287,1780,24467
57539,1781,44382
110398,1782,34231
44819,1783,1128189
26776,1784,535470
135970,1785,1036227
35861,1786,132343
33863,1787,520447
4803,1788,121276
72992,1789,13634
18801,1790,498302
149054,1791,45781
15802,1792,345574
108030,1793,10940
87628,1794,2515358
125867,1795,127179
16005,1796,955
74531,1797,1019352
19228,1798,141661
122579,1799,9282
84580,1800,1619302
9835,1801,10873
96675,1802,411
111329,1803,163740
102660,1804,1132486
79362,1805,193403
2196,1806,1716728
21299,1807,1224
147487,1808,16129
100552,1809,127
91505,1810,703373
27691,1811,15191
127081,1812,844133
111737,1813,171
133561,1814,210000
127259,1815,369591
66697,1816,2067
136614,1817,535025
113532,1818,7539
146836,1819,14315
117917,1820,691385
92930,1821,2081
58785,1822,270487
21051,1823,1992355
112522,1824,11759
119866,1825,117728
29690,1826,648394
6847,1827,1327342
62535,1828,14371
141884,1829,1813010
75658,1830,6833
64533,1831,14207
63988,1832,20341
71622,1833,975406
15073,1834,401637
20556,1835,109333
61276,1836,605335
22045,1837,69990
44551,1838,885542
112387,1839,18435
104191,1840,77628
122704,1841,10682
3783,1842,28457
63578,1843,365076
103577,1844,10666
42310,1845,596
99398,1846,11718
42147,1847,32227
132535,1848,41833
102618,1849,3067
41349,1850,289188
46397,1851,2102741
46822,1852,74926
97205,1853,10783
105805,1854,542401
13065,1855,179168
73282,1856,361730
72095,1857,927486
55379,1858,2123
107986,1859,18570
27461,1860,1084246
128999,1861,0
3514,1862,56844
115887,1863,43498
18403,1864,1277348
13828,1865,40886
79899,1866,31756
25081,1867,1547490
83511,1868,85346
131774,1869,15912
85548,1870,859996
81216,1871,605052
107502,1872,270418
139688,1873,303
4123,1874,13199
34794,1875,2131
18158,1876,1119281
100911,1877,15236
52380,1878,3427
36682,1879,221650
87785,1880,2595711
102714,1881,126208
44355,1882,1691473
79798,1883,38335
76385,1884,3016
62746,1885,5192
119741,1886,607880
119603,1887,18158
99904,1888,515015
45078,1889,64718
34103,1890,948349
97125,1891,30911
125229,1892,215279
126775,1893,827
21097,1894,59007
82642,1895,753206
129749,1896,1990180
87920,1897,37422
34572,1898,237246
17306,1899,25018
60906,1900,12028
65414,1901,446007
23111,1902,5167979
135133,1903,242365
134997,1904,142780
76669,1905,860
14420,1906,381766
28594,1907,1164436
60950,1908,659986
31682,1909,1254948
16399,1910,498
8192,1911,119949
125196,1912,1775090
3234,1913,107275
57891,1914,21365
106009,1915,209807
117876,1916,8571
10366,1917,5460
104219,1918,23293
74471,1919,2891415
50133,1920,78613
141545,1921,182584
145553,1922,461
115573,1923,2252
36594,1924,198267
55296,1925,49120
117535,1926,788844
77634,1927,43148
23533,1928,817296
8207,1929,15648
82967,1930,2452399
104304,1931,88759
60067,1932,1210180
143166,1933,1446624
39198,1934,168379
105190,1935,13456
46062,1936,282179
14475,1937,1014293
84757,1938,1674235
86185,1939,2
24267,1940,24611
35502,1941,11932
12795,1942,24230
54091,1943,1743576
88560,1944,25450
39717,1945,180432
25658,1946,82914
11347,1947,17563
27362,1948,580198
8608,1949,280832
7542,1950,5310
143247,1951,294927
27396,1952,292152
141423,1953,1235133
42817,1954,0
45042,1955,14983
149483,1956,103914
20211,1957,1293626
48835,1958,706015
17054,1959,988579
2053,1960,17150
25000,1961,151374
87901,1962,674031
17830,1963,2990000
67754,1964,261153
99865,1965,312369
87881,1966,529525
45298,1967,94418
22671,1968,234990
16289,1969,62057
53828,1970,140244
79481,1971,157883
105738,1972,130161
55872,1973,821520
40780,1974,2559386
42517,1975,60
10690,1976,11567
45324,1977,2
77188,1978,676857
88360,1979,41588
40508,1980,1862722
117195,1981,80684
59467,1982,114203
147489,1983,5190
112343,1984,951
84896,1985,279290
127587,1986,14556
23938,1987,226070
36563,1988,547770
94404,1989,101274
11902,1990,190218
98597,1991,65425
56013,1992,16
6045,1993,318151
101775,1994,228315
148044,1995,75520
66758,1996,40610
107538,1997,379142
119170,1998,135807
49991,1999,736976
112421,2000,475273
110465,2001,251
134908,2002,728
122138,2003,7407
77796,2004,1377
35803,2005,2013
99827,2006,3974
134481,2007,57739
40286,2008,771610
26648,2009,1283
134565,2010,490726
36156,2011,17714
26505,2012,32446
82404,2013,882
88356,2014,0
89278,2015,591418
47008,2016,1113332
58396,2017,65673
21573,2018,1067798
61170,2019,1153575
62685,2020,542466
124218,2021,771233
125327,2022,450400
124649,2023,51290
4666,2024,13540
93683,2025,429391
80457,2026,1480051
127185,2027,11746
96985,2028,102994
63647,2029,850384
57844,2030,89643
45774,2031,287644
44259,2032,1277669
22606,2033,1460731
32429,2034,26774
129367,2035,7594
124357,2036,63635
143388,2037,857422
12969,2038,108838
108405,2039,57942
81332,2040,1632730
118340,2041,1415502
37627,2042,1100260
24773,2043,128016
4499,2044,18886
96743,2045,6890
24057,2046,30197
52946,2047,31638
104735,2048,1053727
32041,2049,691742
147550,2050,48342
94103,2051,13427
138412,2052,994267
136945,2053,146093
86513,2054,1105767
130819,2055,134119
135351,2056,429
48075,2057,748507
110745,2058,4352
17782,2059,125187
15986,2060,52928
46769,2061,161903
85992,2062,610
96049,2063,34126
112362,2064,5843
126803,2065,0
50830,2066,93869
20335,2067,24
26599,2068,1181362
23208,2069,153484
504,2070,11558
100731,2071,9305
93541,2072,14413
18511,2073,641806
64085,2074,38635
107878,2075,13711
831,2076,814826
67249,2077,896169
133762,2078,24411
116374,2079,431093
17852,2080,3137135
32398,2081,32575
40428,2082,59767
52122,2083,124214
36841,2084,1035
80954,2085,161331
41679,2086,36952
118735,2087,398832
38599,2088,49548
109401,2089,27297
74166,2090,635300
120541,2091,77382
11915,2092,12133
51047,2093,19554
56522,2094,35569
135717,2095,1005441
82411,2096,1086
127463,2097,218557
93738,2098,1637599
115638,2099,142349
77011,2100,42117
54828,2101,724130
136015,2102,26682
95841,2103,9779
144015,2104,207489
107467,2105,51856
14295,2106,558314
105880,2107,1144591
114096,2108,5943
43506,2109,948833
28093,2110,524102
36324,2111,212026
48649,2112,659398
106426,2113,226706
73564,2114,228268
31519,2115,112
1879,2116,5579
89902,2117,844806
18649,2118,35493
45662,2119,1995972
71763,2120,602100
89602,2121,89332
113612,2122,187
100777,2123,129912
80909,2124,18838
149296,2125,86322
133228,2126,3455
43083,2127,423362
3459,2128,48337
136464,2129,51585
45176,2130,15107
85117,2131,66420
17934,2132,13706
42734,2133,262
60214,2134,1417
118354,2135,44903
49613,2136,196758
51888,2137,42796
87756,2138,733270
1404,2139,1567
111072,2140,2188348
33261,2141,1242
126405,2142,672467
87334,2143,12710
26753,2144,706900
52117,2145,27595
41036,2146,30604
109373,2147,61411
3796,2148,684882
42471,2149,12192
147287,2150,343381
98175,2151,2277703
10829,2152,470522
71990,2153,11001
10669,2154,156791
72919,2155,115344
94870,2156,44959
88180,2157,13430
140632,2158,1512
57187,2159,168610
96631,2160,13781
121187,2161,64181
116094,2162,1813387
7999,2163,261656
42586,2164,398783
21468,2165,866529
141443,2166,6650
34437,2167,1163224
43562,2168,342965
38687,2169,12006
109086,2170,2004756
119493,2171,17282
96514,2172,377556
53157,2173,1372204
136753,2174,16473
49801,2175,518382
59794,2176,1897278
33972,2177,395416
57876,2178,1447500
51770,2179,554714
47570,2180,0
142856,2181,66580
49917,2182,118780
6526,2183,14375
62612,2184,41670
101400,2185,3452
68646,2186,1784574
116817,2187,177126
72394,2188,247856
48701,2189,632389
120707,2190,1098
55212,2191,610669
82055,2192,358597
147045,2193,212753
91282,2194,15809
42791,2195,1402021
667,2196,352840
147153,2197,8769
7979,2198,38111
47488,2199,49570
14406,2200,20286
149948,2201,524879
73366,2202,68733
132718,2203,215135
7039,2204,107672
79894,2205,527992
21590,2206,32514
50836,2207,18533
53687,2208,24240
70171,2209,171421
63012,2210,615938
36531,2211,146
104909,2212,1985450
62596,2213,1749060
3570,2214,842948
26315,2215,71519
35932,2216,9956
8772,2217,154365
27283,2218,317163
10445,2219,1202292
111006,2220,1046364
31615,2221,23707
67219,2222,169333
124523,2223,1994718
90790,2224,327240
58514,2225,8852
125595,2226,10481
26988,2227,361488
56738,2228,3392
86977,2229,46
6402,2230,17987
142131,2231,37996
73679,2232,10930
91078,2233,333658
116111,2234,807942
26088,2235,67390
46706,2236,9842
87111,2237,377681
50262,2238,97842
93554,2239,17651
143804,2240,5274
140033,2241,54
143366,2242,48655
21719,2243,108084
80195,2244,491755
145562,2245,129967
107030,2246,49200
143734,2247,141962
128825,2248,586408
67619,2249,39342
57841,2250,40124
127037,2251,108121
83430,2252,2926706
147195,2253,179551
69874,2254,552406
57153,2255,13593
83609,2256,65305
90974,2257,12476
67117,2258,493
117326,2259,27194
129657,2260,5426
45369,2261,2970705
108194,2262,2202
1780,2263,399735
14356,2264,26817
120733,2265,111442
37890,2266,76741
49875,2267,614403
97163,2268,3555
52666,2269,506667
11053,2270,17552
19481,2271,799951
4631,2272,12172
86152,2273,135145
39570,2274,12458
119994,2275,12261
146045,2276,14518
69687,2277,631475
57627,2278,6459
124162,2279,19577
89809,2280,948530
27244,2281,185447
136484,2282,225194
77255,2283,16
66933,2284,924
140040,2285,21208
132737,2286,152937
119243,2287,54729
42408,2288,121524
75739,2289,110113
100061,2290,1683594
60536,2291,14625
13095,2292,141747
44895,2293,111211
40140,2294,35289
124789,2295,439432
24853,2296,2
142780,2297,1092385
15356,2298,313508
103822,2299,1689849
127268,2300,4546
79353,2301,488104
44394,2302,669956
24011,2303,32055
80796,2304,42176
49201,2305,956639
99554,2306,29393
29418,2307,60802
40029,2308,236927
71531,2309,14653
15940,2310,1114367
130090,2311,140985
72861,2312,21
111458,2313,5528
23650,2314,13323
5430,2315,12636
125463,2316,100845
114003,2317,51091
149637,2318,534242
136348,2319,2699733
76625,2320,1674482
122300,2321,427990
79788,2322,496436
76398,2323,37022
11108,2324,954354
66957,2325,29222
63336,2326,272184
68725,2327,30031
86559,2328,942674
104875,2329,1275308
22810,2330,872291
99461,2331,55034
88314,2332,674022
146776,2333,1081
5674,2334,120862
28576,2335,3023
74991,2336,799011
21201,2337,844388
113984,2338,48228
24235,2339,1355260
65493,2340,14262
76821,2341,78
37013,2342,1945
6029,2343,389
2206,2344,45055
51881,2345,21489
119558,2346,143531
54032,2347,444871
120643,2348,1425528
39837,2349,0
11149,2350,1679069
138058,2351,7936
97276,2352,3828
58694,2353,17919
28184,2354,57253
12148,2355,46271
43826,2356,7596
131865,2357,44930
8016,2358,601112
13863,2359,960861
20917,2360,330968
56968,2361,331
139616,2362,62246
144963,2363,333269
113845,2364,20214
28555,2365,2453509
25340,2366,577197
98380,2367,162017
104065,2368,992848
103159,2369,23753
87995,2370,281541
24684,2371,405075
78479,2372,30481
86271,2373,25579
1569,2374,13798
97734,2375,1239123
105703,2376,1937
114409,2377,62
68209,2378,590725
148447,2379,3666
85535,2380,406
140805,2381,34495
73996,2382,35057
76146,2383,204615
120942,2384,6101
114976,2385,0
133610,2386,10049
99170,2387,54622
43375,2388,480251
94839,2389,119052
91595,2390,142778
105222,2391,986
125323,2392,36091
34034,2393,54604
54726,2394,751520
11235,2395,1667967
104574,2396,131257
2313,2397,631454
40382,2398,42501
8284,2399,1953225
62070,2400,6783
69835,2401,202675
75448,2402,909
59760,2403,903068
94622,2404,18079
81150,2405,377934
35371,2406,113130
24353,2407,93
113426,2408,214811
137342,2409,29717
40765,2410,324257
53645,2411,1470165
72420,2412,46578
135846,2413,16152
4478,2414,51859
135815,2415,161135
149736,2416,11331
132044,2417,22001
147315,2418,53927
145157,2419,51860
49911,2420,10505
29279,2421,57478
30534,2422,7254
133463,2423,701
68161,2424,1951539
65785,2425,864
83068,2426,65502
118542,2427,464918
83580,2428,398033
19015,2429,959412
90903,2430,28493
107536,2431,14366
91236,2432,171
75896,2433,1380906
90905,2434,36
116298,2435,872
100416,2436,392010
6077,2437,262
96291,2438,13840
16193,2439,142732
40415,2440,798182
51243,2441,517636
39966,2442,115370
88234,2443,253016
56348,2444,1191948
12199,2445,736344
87211,2446,244310
92511,2447,53583
138350,2448,915285
141510,2449,590959
112859,2450,733270
15821,2451,100156
60312,2452,5989
143840,2453,171146
30222,2454,703
52432,2455,47274
114178,2456,304207
1905,2457,60017
20115,2458,1059247
61369,2459,58753
100798,2460,81113
46534,2461,1063939
56183,2462,524906
124591,2463,1075898
141522,2464,147460
48575,2465,580312
25305,2466,481
40819,2467,156676
26067,2468,124132
52939,2469,24421
96685,2470,133523
47724,2471,13703
31095,2472,24239
40688,2473,540535
77498,2474,129522
46681,2475,35352
129651,2476,98
139136,2477,112999
70194,2478,1282033
94812,2479,3
3155,2480,0
146088,2481,4137
102298,2482,56
104788,2483,632174
47615,2484,813204
1523,2485,48740
36568,2486,1812
140749,2487,153798
80592,2488,2231
128229,2489,58492
1506,2490,182722
136373,2491,391017
111738,2492,2704
125031,2493,953778
41159,2494,371882
52883,2495,10641
98030,2496,1291895
113789,2497,65069
132070,2498,70135
54048,2499,18708
113848,2500,42077
149883,2501,1099505
104180,2502,211669
112496,2503,21476
58226,2504,32497
85949,2505,547547
135748,2506,93419
2960,2507,1401802
114394,2508,37262
82348,2509,20646
8114,2510,5164
26877,2511,67211
97808,2512,573542
99687,2513,26120
52533,2514,16703
19537,2515,717101
31495,2516,10963
109268,2517,321051
82710,2518,556840
100003,2519,59
14586,2520,270887
73576,2521,5745
56989,2522,548357
109197,2523,61
2724,2524,220146
92661,2525,57600
106114,2526,57069
87254,2527,1431421
82722,2528,47369
40936,2529,0
149967,2530,86676
148287,2531,756596
107822,2532,930892
144778,2533,131174
83354,2534,92488
93268,2535,123501
43773,2536,4332270
132720,2537,10510
10645,2538,104278
130546,2539,71
20058,2540,292
45763,2541,411757
70400,2542,117379
40608,2543,396073
140897,2544,8718
121946,2545,5628
119427,2546,20114
81239,2547,48334
50991,2548,842
78801,2549,1851010
105349,2550,25104
49003,2551,55601
30252,2552,6978
18724,2553,78180
16519,2554,24099
111382,2555,38321
53531,2556,0
101387,2557,75111
129478,2558,379
54865,2559,77394
64823,2560,22251
40456,2561,40914
127114,2562,93903
46785,2563,1619261
426,2564,32960
147035,2565,60160
45863,2566,43589
123714,2567,345806
110051,2568,1021687
128937,2569,292617
70086,2570,1766
31792,2571,734853
138852,2572,28183
10103,2573,65286
119940,2574,14409
122892,2575,30836
70149,2576,535903
30610,2577,1045917
31546,2578,3043
79627,2579,1712
1531,2580,18436
59536,2581,6293
119528,2582,21093
116709,2583,192588
75916,2584,68545
86842,2585,135818
83239,2586,1058522
48600,2587,1297752
6131,2588,1257757
5889,2589,574404
91633,2590,906
102377,2591,705694
29123,2592,1740112
7315,2593,21295
60512,2594,124448
47163,2595,7032
65293,2596,2032320
106660,2597,1028914
40836,2598,371360
108324,2599,33354
52821,2600,30370
112834,2601,430715
34143,2602,92948
75879,2603,1776967
92292,2604,819675
71470,2605,974
121116,2606,30545
102799,2607,395
24817,2608,236729
116147,2609,119
129338,2610,250062
119682,2611,13663
112622,2612,66395
11933,2613,1484
3341,2614,218
81716,2615,39455
49549,2616,814
91475,2617,28687
109107,2618,146730
1822,2619,28563
84491,2620,0
8657,2621,128404
42120,2622,31951
19838,2623,618370
117974,2624,50740
95240,2625,23256
145667,2626,198
80571,2627,440056
55534,2628,1352458
69306,2629,52531
50197,2630,18994
38622,2631,64799
